Project	CMPD ID	Curve Class	Activity Rank	Log EC50	Hill Slope	Max Resp	Signal Direction	Curve Description	Y0	YMax	EC50	R2	Model P	SYX	Mask No	Mask Flags	Min Data	Max Data	Data Range	Project ID	Conc0	Conc1	Conc2	Conc3	Conc4	Conc5	Conc6	Conc7	Conc8	Conc9	Conc10	Conc11	Conc12	Conc13	Conc14	Conc15	Conc16	Conc17	Conc18	Conc19	Conc20	Conc21	Conc22	Conc23	Conc24	Resp0	Resp1	Resp2	Resp3	Resp4	Resp5	Resp6	Resp7	Resp8	Resp9	Resp10	Resp11	Resp12	Resp13	Resp14	Resp15	Resp16	Resp17	Resp18	Resp19	Resp20	Resp21	Resp22	Resp23	Resp24	Smiles	ID	
sample	ID086508-01	-1.2	-3800045.02	-5.550000000000003	3.9294729863572155	-45.02	Decrease	Full Curve, <80% POC		-51.2596	2.818382931264428	0.9731400288328327		32.95884410408988	0	0000000	-57.77	2.552	60.322	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.6228	2.5520	1.0070	-2.4990	-14.0700	-57.7700	-45.0200																			CC1=C(C=NC2=CC(=NN12)C3=CC=C(Cl)C=C3)C(O)=O	1024167	
sample	ID086090-01	-1.2	-3800077.57	-5.600000000000003	1.4787409999999999	-77.57	Decrease	Full Curve, <80% POC		-79.58399999999999	2.511886431509558	0.9981904469189747		4.467735017139838	0	0000000	-77.57	2.611	80.181	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.6848	2.6110	-1.3860	-6.9680	-36.1600	-73.2800	-77.5700																			CNC1=NC(C)=NC(=N1)C2=CC=CC=C2O	1024139	
sample	ID027849-01	-1.2	-3800064.29	-5.900000000000004	1.372261	-64.29	Decrease	Full Curve, <80% POC		-64.26803999999998	1.2589254117941533	0.9994350265509806		0.9213002785040681	0	0000000	-64.29	-0.4904	63.799600000000005	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.4904	-2.3690	-4.0910	-14.5200	-45.5000	-61.2200	-64.2900																			COC1=CC2=C(NC3=C2N=NC(SC(C)C)=N3)C=C1	1020807	
sample	ID031741-01	-1.2	-3800059.51	-5.700000000000003	1.21	-59.51	Decrease	Full Curve, <80% POC		-62.493099999999984	1.9952623149688644	0.9944051110714482		8.254162174060868	0	0000000	-59.51	2.112	61.622	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.1952	2.1120	-3.2940	-9.8370	-32.2400	-58.7400	-59.5100																			CC1=CC=C(C=C1)C(=O)NC2=NC3=C(C=CC=C3)C(=O)S2	1021039	
sample	ID046745-01	-1.2	-3800078.25	-6.300000000000004	1.55794881	-78.25	Decrease	Full Curve, <80% POC		-76.77639999999997	0.5011872336272669	0.9989553571103671		2.877459215870346	0	0000000	-78.25	2.574	80.824	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.0995	2.5740	-4.2970	-34.1400	-69.9400	-75.3600	-78.2500																			CCOC(=O)C1=CSC(NC2=NC3=C(S2)C=C(F)C=C3)=N1	1021981	
sample	ID054635-01	-1.2	-3800060.73	-5.5000000000000036	3.9294729863572155	-60.73	Decrease	Full Curve, <80% POC		-66.09250000000003	3.162277660168349	0.9836927478024766		29.28039868622417	0	0000000	-70.61	0.32	70.92999999999999	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.3200	-2.6130	-1.4550	-7.6330	-16.9300	-70.6100	-60.7300																			CCC1=CC2=C(OC=C(C2=O)C3=CC4=C(OCCO4)C=C3)C=C1OC(=O)C5=CC=CO5	1022401	
sample	ID056062-01	-1.2	-3800068.96	-5.550000000000003	2.252647876721	-68.96	Decrease	Full Curve, <80% POC		-70.25941499999998	2.818382931264428	0.9981030897720364		3.905118861196803	0	0000000	-68.96	0.8917	69.8517	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.8917	-0.4870	0.6855	-4.0180	-26.7600	-68.3400	-68.9600																			CC1=C(NC(=O)C2=C(Cl)C=CC(=C2)N3C=NN=C3)C=CC=C1C4=NC5=C(O4)C=CC=C5	1022480	
sample	ID035737-01	-1.2	-3800049.99	-5.450000000000004	4.094972986357216	-49.99	Decrease	Full Curve, <80% POC		-46.373899999999985	3.5481338923357186	0.9852580242736574		15.471116154262688	0	0000000	-49.99	4.104	54.094	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			1.0050	4.1040	3.2210	-0.9699	-6.3420	-41.9700	-49.9900																			COC1=CC=C(C=C1)C2=NN3C(=C2)N=C(C=C3N4CCC5(CC4)OCCO5)C6=CC=CC=C6	1021300	
sample	ID032785-01	1.2	-38035.64	-5.700000000000003	1.21	35.64	Increase	Full Curve, <80% POC		38.0	1.9952623149688644	0.9927211490687098		4.066509807781472	0	0000000	-1.069	36.27	37.339000000000006	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-1.0690	-0.6664	0.4444	6.4180	19.3600	36.2700	35.6400																			O=C(CN1C(=O)C2=CC=CC3=CC=CC1=C23)NC4=CC5=C(OCO5)C=C4	1021107	
sample	ID068279-01	-1.1	-3900005.35	-5.350000000000004	1.8579476909999997	-97.93	Decrease	Full Curve, >80% POC		-97.977585	4.466835921509582	0.9977892954126493		7.883829489240845	0	0000000	-97.93	2.267	100.197	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.1471	-3.4650	2.2670	-3.5740	-23.9000	-82.0800	-97.9300																			O=C(NC1=CC2=C(C=C1)N3CCSCC3=N2)C4=CC=CO4	1023191	
sample	ID076817-01	-1.1	-3900005.5	-5.5000000000000036	1.5385888099999998	-99.47	Decrease	Full Curve, >80% POC		-102.3803849999999	3.162277660168349	0.9964264347934765		14.60552945545681	0	0000000	-99.47	3.461	102.931	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			3.3480	3.4610	0.0072	-8.2720	-35.5800	-92.0400	-99.4700																			COC(=O)C1=NN(C=C1O)C2=CC=C(C=C2)C3=CC=CC=C3	1023686	
sample	ID076588-01	-1.1	-3900005.5	-5.5000000000000036	1.372261	-103.1	Decrease	Full Curve, >80% POC		-105.26667000000008	3.162277660168349	0.9949928205036509		20.58545498840485	0	0000000	-103.1	5.449	108.54899999999999	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.7564	5.4490	-4.0550	-9.7020	-37.7800	-91.3900	-103.1000																			N(C1=NC(=CS1)C2=CC=NC=C2)C3=CC=CC=N3	1023678	
sample	ID079098-01	-1.1	-3900005.65	-5.650000000000003	1.0999999999999999	-87.41	Decrease	Full Curve, >80% POC		-92.23848	2.2387211385683212	0.9985291355681465		4.207357671170642	0	0000000	-87.41	-0.4804	86.9296	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.8924	-0.4804	-4.7910	-16.1600	-46.4900	-80.7100	-87.4100																			COC1=CC(SC)=CC=C1C(=O)NC2=CC=C3OCCOC3=C2	1023751	
sample	ID073489-01	-1.1	-3900006.4	-6.400000000000004	0.7999999999999998	-99.98	Decrease	Full Curve, >80% POC		-102.95072100000002	0.3981071705534933	0.9993614697475875		2.328663242134628	0	0000000	-99.98	0.1687	100.1487	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.1687	-4.9690	-23.7800	-51.8900	-83.3300	-95.9300	-99.9800																			CC1=CN2C=C(N=C2C=C1)C3=CC=CC=C3	1023522	
sample	ID060674-01	-1.1	-3900005.65	-5.650000000000003	1.21	-83.45	Decrease	Full Curve, >80% POC		-85.64000000000001	2.2387211385683212	0.9986465915859003		3.6222209446415214	0	0000000	-83.45	1.042	84.492	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.2951	1.0420	-3.8090	-11.7300	-41.8900	-76.6000	-83.4500																			O=C(NC1=CC2=C(OC(=N2)C3=CC=NC=C3)C=C1)C4=CC=CS4	1022760	
sample	ID057649-01	-1.1	-3900005.6	-5.600000000000003	1.21	-91.15	Decrease	Full Curve, >80% POC		-93.38000000000002	2.511886431509558	0.9994273665994692		1.775758751577617	0	0000000	-91.15	1.04	92.19000000000001	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.3339	1.0400	-3.5130	-11.2700	-44.1700	-80.2200	-91.1500																			CC1=CC(NC(=O)C2=CC3=C(OCCO3)C=C2)=NO1	1022580	
sample	ID065483-01	-1.1	-3900005.5	-5.5000000000000036	1.21	-89.9	Decrease	Full Curve, >80% POC		-94.34774999999999	3.162277660168349	0.9962353236500616		11.1679279122393	0	0000000	-89.9	0.745	90.64500000000001	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-2.2200	0.7450	-2.7330	-13.8200	-37.8300	-80.6600	-89.9000																			COC1=CC=C(C=C1)C2=NN3C(S2)=NN=C3C4=CC=CC=C4	1023025	
sample	ID067346-01	-1.1	-3900005.7	-5.700000000000003	1.331	-85.53	Decrease	Full Curve, >80% POC		-85.136	1.9952623149688644	0.9992176974063356		2.494600926452275	0	0000000	-85.53	5.977	91.507	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			5.9770	3.9260	3.9200	-4.6030	-43.7500	-75.6300	-85.5300																			FC1=CC2=C(NC3=NC4=C(C=CC=C4)C3=N2)C=C1	1023143	
sample	ID067250-01	-1.1	-3900005.35	-5.350000000000004	1.3437170999999999	-86.66	Decrease	Full Curve, >80% POC		-89.6822	4.466835921509582	0.9996396031145842		0.9934082204078352	0	0000000	-86.66	2.072	88.732	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			2.0720	1.4700	-0.5416	-3.6240	-25.1500	-69.5600	-86.6600																			NC1=NN2C(=N1)N=CC=C2C3=CC=C(Cl)C=C3	1023134	
sample	ID064948-01	-1.1	-3900005.7	-5.700000000000003	1.21	-95.72	Decrease	Full Curve, >80% POC		-100.3596	1.9952623149688644	0.9976068510011318		9.220175888393577	0	0000000	-95.72	4.192	99.912	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.5977	4.1920	-1.3550	-12.5300	-50.9100	-91.3800	-95.7200																			CCNC1=NC(N)=C(S1)C(=O)C2=CC=C(Cl)S2	1022988	
sample	ID064313-01	-1.1	-3900005.4	-5.400000000000004	1.59358881	-93.26	Decrease	Full Curve, >80% POC		-94.79098500000003	3.98107170553493	0.9994837336212511		1.7019614183672263	0	0000000	-93.26	0.8801	94.1401	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.6464	0.8801	-1.0200	-4.6500	-28.5400	-80.1300	-93.2600																			CC1=NC(NC2=CC3=C(OCCO3)C=C2)=C4OC5=C(C=CC=C5)C4=N1	1022950	
sample	ID011998-01	-1.1	-3900006.25	-6.250000000000003	0.8999999999999998	-85.83	Decrease	Full Curve, >80% POC		-94.3326	0.5623413251903447	0.998525201257562		4.053021840122031	0	0000000	-85.83	2.536	88.366	166	7.0E-10	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5																			2.5360	0.9905	-0.6774	-10.9400	-41.6900	-71.8300	-85.8300																			CN(C)C1=CC=C(C=C1)C2=NC(NC3=CC=NC=C3)=C4C=CC=CC4=N2	1024639	
sample	ID084641-01	-1.1	-3900005.55	-5.550000000000003	2.04786170611	-86.33	Decrease	Full Curve, >80% POC		-87.22079999999997	2.818382931264428	0.9993924057032058		1.9002262153443061	0	0000000	-86.33	1.174	87.504	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			1.1740	-1.5300	-1.3890	-2.0280	-34.9900	-82.9300	-86.3300																			COCCCNC(=O)C1=CC2=C(S1)N(C)N=C2C3=CC=C(Cl)C=C3	1024066	
sample	ID086792-01	-1.1	-3900005.45	-5.450000000000004	3.29749833583241	-87.11	Decrease	Full Curve, >80% POC		-83.07490000000003	3.5481338923357186	0.9951509106878662		15.282800217109752	0	0000000	-87.11	2.604	89.714	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			1.9960	2.6040	1.5890	0.1899	-17.5900	-77.0600	-87.1100																			NC1=CC=C2NC(=NC2=C1)C3=CC=C(Cl)C=C3	1024193	
sample	ID028673-01	-1.1	-3900005.95	-5.950000000000004	1.24751	-86.25	Decrease	Full Curve, >80% POC		-88.28771	1.1220184543019514	0.9989775208248067		3.3048735237718962	0	0000000	-86.25	0.8729	87.1229	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.6527	0.8729	-3.5270	-20.6900	-61.7100	-86.2200	-86.2500																			COC1=CC=C(C=C1)C2=NSC3=C2N=CN=C3N4CCCC4	1020865	
sample	ID029642-01	-1.1	-3900005.6	-5.600000000000003	1.34431	-87.63	Decrease	Full Curve, >80% POC		-88.23491	2.511886431509558	0.9997827743506268		0.650689303259724	0	0000000	-87.63	0.7918	88.42179999999999	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.5240	0.7918	0.3053	-8.2900	-40.4300	-77.8300	-87.6300																			NC1=NC(=N)N2NC(=CSC2=N1)C3=CC=C(F)C=C3	1020924	
sample	ID017197-01	-1.1	-3900006.75	-6.750000000000003	1.21	-98.31	Decrease	Full Curve, >80% POC		-98.42539500000017	0.1778279410038908	0.9997860009280136		0.8646602368215676	0	0000000	-98.31	1.929	100.239	166	7.0E-10	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5																			1.9290	0.5883	-4.8260	-30.0400	-74.8800	-93.0300	-98.3100																			OC1=C(C=CC=C1)C2=CC(=O)C3=C4C=CC=CC4=CC=C3O2	1020539	
sample	ID048555-01	-1.1	-3900005.5	-5.5000000000000036	1.111	-88.67	Decrease	Full Curve, >80% POC		-93.934705	3.162277660168349	0.9980746281216754		5.67481809947979	0	0000000	-88.67	0.7159	89.3859	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.3382	0.7159	-0.2152	-11.4900	-36.8000	-78.0000	-88.6700																			CCOC1=C(C=CC=N1)C(=O)NC2=CC=C(Cl)C=C2	1022080	
sample	ID055399-01	-1.1	-3900005.4	-5.400000000000004	1.1340999999999999	-86.3	Decrease	Full Curve, >80% POC		-90.33737999999997	3.98107170553493	0.9996467491075355		0.9303132747619717	0	0000000	-86.3	0.9262	87.22619999999999	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.9262	-0.2603	-0.1973	-6.9990	-29.6400	-69.0100	-86.3000																			O=C1N\C(=C/C2=CC=CC=C2)C3=C1C=CC=C3	1022443	
sample	ID056155-01	-1.1	-3900005.95	-5.950000000000004	0.8999999999999998	-93.4	Decrease	Full Curve, >80% POC		-96.60449999999997	1.1220184543019514	0.9972686074800281		8.509683077885063	0	0000000	-93.4	-3.645	89.75500000000001	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-3.6450	-3.9160	-7.0550	-33.1500	-62.0500	-87.6400	-93.4000																			C[C@H]1CCC2=C(C1)SC(NC(=O)C3=CC=CO3)=N2	1022486	
sample	ID053602-01	-1.1	-3900006.0	-6.0000000000000036	1.24751	-73.99	Decrease	Full Curve, >80% POC		-80.12519999999999	0.9999999999999898	0.9882726344295601		31.449242613572935	0	0000000	-83.71	1.802	85.512	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.1456	1.8020	-4.1060	-23.1700	-57.1700	-83.7100	-73.9900																			CC(C)C(=O)NC1=CC2=C(OC(=N2)C3=CC(C)=C(C)C=C3)C=C1	1022341	
sample	ID038083-01	-1.1	-3900005.5	-5.5000000000000036	1.2221	-98.09	Decrease	Full Curve, >80% POC		-101.21095	3.162277660168349	0.9995691161524227		1.5477956118070535	0	0000000	-98.09	1.851	99.941	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			1.8510	-0.3390	0.3315	-9.1880	-40.0000	-83.3200	-98.0900																			COC1=CC=C(C=C1)C(=O)COC(=O)C2=CC=CO2	1021456	
sample	ID037699-01	-1.1	-3900005.35	-5.350000000000004	1.1705100000000002	-81.62	Decrease	Full Curve, >80% POC		-85.5264	4.466835921509582	0.9995841203157827		0.9917437830762785	0	0000000	-81.62	1.164	82.784	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.0584	0.6402	1.1640	-4.5830	-26.9200	-64.4700	-81.6200																			CCNC1=NC2=NN=C(SCC3=NC(O)=C4C=CC=CC4=N3)N2C(NCC)=N1	1021422	
sample	ID037536-01	-1.1	-3900005.6	-5.600000000000003	1.21	-95.7	Decrease	Full Curve, >80% POC		-99.34	2.511886431509558	0.9991100565787469		3.1667428078394266	0	0000000	-95.7	2.34	98.04	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			2.3400	-0.8140	-2.3860	-11.5700	-46.9400	-86.7100	-95.7000																			CCOC1=CC=C(NC(=O)C2=C(O)C=CC=C2)C=C1	1021411	
sample	ID040555-01	-1.1	-3900005.75	-5.750000000000003	1.331	-93.81	Decrease	Full Curve, >80% POC		-98.4168	1.7782794100389099	0.997559622738932		9.353842186717328	0	0000000	-93.81	3.086	96.896	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			3.0860	2.2380	-1.1060	-9.2680	-57.6900	-88.6400	-93.8100																			CC1=C(C)C2=C(S1)N=C3N(N=C(NCC4=CC=CO4)C5=C3C=CC=C5)C2=O	1021607	
sample	ID060658-01	1.1	-39006.1	-6.100000000000003	1.331	140.3	Increase	Full Curve, >80% POC		142.9096000000001	0.7943282347242742	0.9986505024533202		11.515054175927892	0	0000000	-0.6096	142.3	142.9096	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			-0.6096	0.7027	11.9600	46.3200	113.5000	142.3000	140.3000																			COC1=CC(NC(=O)CN2C3=C4C(=CC=CC4=CC=C3)S2(=O)=O)=CC(OC)=C1OC	1022758	
sample	ID082444-01	1.1	-39006.4	-6.400000000000004	1.0999999999999999	118.7	Increase	Full Curve, >80% POC		120.49159500000023	0.3981071705534933	0.9932216193014027		37.27540953290151	0	0000000	2.283	118.7	116.417	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			2.2830	6.3290	27.2800	59.7800	111.9000	116.1000	118.7000																			CCOC(=O)C1=CC=CC(NC(=O)C2CCCN2S(=O)(=O)C3=CC=CC4=CC=CN=C34)=C1	1023923	
sample	ID082414-01	1.1	-39006.2	-6.200000000000003	1.331	133.2	Increase	Full Curve, >80% POC		135.21999999999997	0.630957344480188	0.9992479098230109		6.008007057643813	0	0000000	-1.82	133.4	135.22	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.1033	-1.8200	6.3780	54.9300	114.5000	133.4000	133.2000																			O=C(NCCN1CCCCCC1)C2CCC(CNS(=O)(=O)C3=CC=CC4=CC=CN=C34)CC2	1023920	
sample	ID035580-01	1.1	-39005.6	-5.600000000000003	1.8851180601000002	96.63	Increase	Full Curve, >80% POC		98.94080000000001	2.511886431509558	0.9966810238823947		12.991067969585911	0	0000000	0.6592	97.1	96.4408	166	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5	5.71429E-5																			0.6592	1.6930	2.1510	9.4190	43.4300	97.1000	96.6300																			COC1=CC=C(NS(=O)(=O)C2=C3N=CC=CC3=CC=C2)C=C1	1021288	
sample	ID014150-01	1.1	-39006.1	-6.100000000000003	1.331	95.75	Increase	Full Curve, >80% POC		98.52700000000003	0.7943282347242742	0.9993859539846005		2.0703962880265263	0	0000000	-1.777	95.75	97.527	166	7.0E-10	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5																			-1.7770	0.0644	1.3390	4.5210	29.8700	79.1500	95.7500																			OC(=O)COC1=C2N=CC=CC2=C(Cl)C=C1Cl	1020322	
sample	ID010021-01	4.0	-1.8169			-0.8333	Inactive	Inactive									-0.8333	0.9836	1.8169	166	7.0E-10	3.7E-9	1.83E-8	9.15E-8	4.572E-7	2.286E-6	1.14293E-5																			0.6907	-0.7957	0.9421	-0.4028	0.9836	0.3671	-0.8333																			CN(C)C1=NC=NC(=C1)C2=C(C)ON=C2C	1020044	
